round,accuracy,elapsed_time
1,0.049275675157096945,6.44521427154541
2,0.07998752818151293,7.285426139831543
3,0.0862594138245311,8.069069147109985
4,0.12168417518108121,9.042800664901733
5,0.1594953710366,9.918279886245728
6,0.1935290449465151,10.855991125106812
7,0.2090948337890344,11.714296817779541
8,0.2429246414352185,12.527104139328003
9,0.27625077948865545,13.335145950317383
10,0.2649541900513263,14.2617769241333
11,0.29363937257159306,15.287206172943115
12,0.3376265170048448,16.324345350265503
13,0.37158823811579605,17.194546222686768
14,0.34170384227946465,543.9595086574554
15,0.36711517244687486,544.7760517597198
16,0.40014150717129565,545.6132643222809
17,0.41658272173454214,546.4566855430603
18,0.4293063750179882,547.2844998836517
19,0.4509401832397947,548.0773551464081
20,0.4557610207703746,548.9157066345215
21,0.4551853983786636,549.7601380348206
22,0.45867510912841175,550.567812204361
23,0.43650165491437615,551.4944176673889
24,0.47851009737612127,552.2834348678589
25,0.46865256391806975,553.0918381214142
26,0.5017748357077757,553.9148769378662
27,0.5139708351321534,554.7371990680695
28,0.49450760301242386,555.6117939949036
29,0.4864728737947906,556.4633412361145
30,0.5202786971746535,557.2960991859436
31,0.5246678179114501,558.1224246025085
32,0.5266585120161175,559.0520691871643
33,0.5380030699860892,560.1222987174988
34,0.547680721446731,560.9362661838531
35,0.5788602676644121,562.1023943424225
36,0.5667242289058377,562.9023818969727
37,0.5701180025903008,563.6975893974304
38,0.5580898930301722,564.5404257774353
39,0.5509545737995875,565.3680403232574
40,0.5826857581426584,566.2671475410461
41,0.5855998465006955,567.0358002185822
42,0.5700820261908188,567.860835313797
43,0.5708135463136182,568.6521208286285
44,0.5953014822276587,569.6631348133087
45,0.5986233031131578,570.4494135379791
46,0.5751786827840937,1812.9750294685364
47,0.6017772341344079,1814.1628530025482
48,0.5940782846452727,1815.3606097698212
49,0.59606897874994,1816.2002952098846
50,0.6101117666810573,1817.288996219635
51,0.6099678610831295,1818.1804242134094
52,0.5984074447162662,1818.977945804596
53,0.6107233654722503,1819.786378145218
54,0.598683263778961,2122.1551418304443
55,0.615652132201276,2123.0491840839386
56,0.6101717273468604,2123.8589363098145
57,0.6015853600038374,2237.801203250885
58,0.6109392238691418,2238.62477350235
59,0.6339041588717801,2239.822762489319
60,0.606622055931309,2240.6541390419006
61,0.6133616347675924,2241.572898864746
62,0.5893413920468172,2242.5110862255096
63,0.6162877152587902,2243.374402999878
64,0.6454645752386434,2244.562766313553
65,0.632621000623591,2245.383618593216
66,0.6231232311603588,2246.2396173477173
67,0.6331126780831774,2247.0784578323364
68,0.6419628723557347,2247.8447465896606
69,0.6278241473593322,2248.773183107376
70,0.6325970163572696,2249.5935900211334
71,0.6277881709598503,2250.3875727653503
72,0.633604355542764,2251.192260980606
73,0.6239027198158008,2252.045395374298
74,0.6194656305463616,2252.8794300556183
75,0.6365304360339618,2253.7193715572357
76,0.6021369981292273,2254.672506093979
77,0.6441814169904543,2255.7132477760315
78,0.6313738187748836,2256.530686378479
79,0.6342879071329208,2257.3016369342804
80,0.6455005516381254,3119.9686789512634
81,0.6208807022593179,3120.7733685970306
82,0.6467597256199933,3121.507114648819
83,0.6342519307334389,3122.325302839279
84,0.6520482563438385,3123.169863462448
85,0.6545905885738955,3124.0103356838226
86,0.6170911881805535,3124.8335177898407
87,0.6449489135127356,3125.6792089939117
88,0.5973761212644505,3126.5288100242615
89,0.6219120257111335,3465.506406545639
90,0.6336283398090853,3466.311260700226
91,0.6231592075598408,3467.1491656303406
92,0.6470115604163669,3468.1795506477356
93,0.6490981915863194,3468.982402086258
94,0.684439008010745,3470.1951558589935
95,0.6623015301961913,3471.045783996582
96,0.6333405286132298,3471.8934688568115
97,0.6353791912505397,3786.6700451374054
98,0.66153403367391,3787.694739818573
99,0.6776394685086583,3788.7367210388184
100,0.6577085431956636,3901.4868619441986
101,0.6665587374682208,3902.2973017692566
102,0.6486304983930542,3992.81627035141
103,0.6494579555811387,3993.623545408249
104,0.6573967477334869,3994.4007666110992
105,0.6460521897635151,4115.234740495682
106,0.6377536336163476,4116.175842761993
107,0.6461481268288003,4117.006097078323
108,0.6547704705713052,4117.825429439545
109,0.6721950400537248,4118.657272577286
110,0.6564133928143138,4119.468773126602
111,0.6563294478821893,4345.035078525543
112,0.6744855374874082,4346.238209486008
113,0.6639804288386818,4347.084039211273
114,0.6638005468412721,4347.876319408417
115,0.6648678466925697,4348.632550239563
116,0.6592675205065477,4349.451992988586
117,0.6554060536288195,4350.276134967804
118,0.6695447786252219,4351.11267375946
119,0.5542883868182472,4351.928381681442
120,0.6420228330215378,4352.716103315353
121,0.6496138533122272,4734.374589681625
122,0.6486304983930542,4735.190404653549
123,0.669604739291025,4735.994957923889
124,0.6626852784573319,4736.868374586105
125,0.6687532978366192,4737.736679315567
126,0.669232983163045,4738.687627792358
127,0.6699285268863625,4739.511553764343
128,0.6618458291360867,4740.300536155701
129,0.6702043459490574,4741.123291492462
130,0.6525998944692282,4742.171475887299
131,0.6814049983211014,4743.1611886024475
132,0.6797141075454501,4744.016496181488
133,0.6866815369117859,4744.923077344894
134,0.7071521082170097,4746.249575376511
