round,accuracy,elapsed_time
1,0.06169952511152684,6.272111654281616
2,0.08707487887945507,7.099071741104126
3,0.09722022353336211,7.901562690734863
4,0.11769079483858588,8.727066040039062
5,0.16037079675732718,9.466875314712524
6,0.16586319374490335,10.404292106628418
7,0.2013479157672567,267.6561710834503
8,0.1971866455605123,307.06572556495667
9,0.22031947042739963,308.0754985809326
10,0.23538158967717177,308.9624526500702
11,0.281491341679858,309.85596561431885
12,0.32595817143953565,310.92362236976624
13,0.35491917302249726,311.8160538673401
14,0.34229145680433637,312.83933877944946
15,0.3346284837146832,589.160787820816
16,0.39574039430133834,590.002849817276
17,0.3890967525303401,590.8642477989197
18,0.41830958890967523,591.9530448913574
19,0.42019235381589676,592.759610414505
20,0.4508082697750276,593.81369805336
21,0.4588429989926608,594.6148555278778
22,0.4442006044035113,595.6323742866516
23,0.5034057658176236,596.6796274185181
24,0.48367870676835995,597.5080063343048
25,0.5047368925984554,598.5011007785797
26,0.47088310068595,1034.1870210170746
27,0.5226891159399434,1034.9599809646606
28,0.48794790617355016,1035.7398290634155
29,0.520086823044083,1036.5491297245026
30,0.5226531395404614,1037.4857585430145
31,0.521921619417662,1038.2981896400452
32,0.5452942869477623,1039.2058022022247
33,0.5510265265985513,1040.436630487442
34,0.5395500551638125,1041.394602060318
35,0.5612438240514223,1042.2755920886993
36,0.5246318415119682,1440.9674696922302
37,0.5405214179498249,1441.7445464134216
38,0.5141387249964023,1442.5661985874176
39,0.5080587134839545,1443.3906686306
40,0.4965702499160551,1602.6987960338593
41,0.559552933275771,1603.508045911789
42,0.5876505012711661,1604.3063426017761
43,0.5980476807214468,1725.3950974941254
44,0.5263467165539406,1765.5531680583954
45,0.6283877776178827,1766.7568264007568
46,0.6025087542572073,1767.6486747264862
47,0.5622151868374347,1768.4789938926697
48,0.5914999760157337,1769.2765130996704
49,0.5626469036312179,1770.1153938770294
50,0.5574423178394973,1771.0271790027618
51,0.6038518731711997,1771.9589447975159
52,0.582361970547321,1772.7709412574768
53,0.5813666234949872,1773.5822162628174
54,0.6063702211349354,2170.6685342788696
55,0.6123782798484194,2171.8801996707916
56,0.6065620952655059,2172.7352430820465
57,0.5692425768695736,2173.6532826423645
58,0.610015829615772,2174.481868982315
59,0.6041037079675733,2175.290345430374
60,0.6055427639468509,2413.4540870189667
61,0.6103636014774309,2414.27131152153
62,0.6026766441214563,2415.328771352768
63,0.6153043603396172,2416.168044090271
64,0.6132776898354679,2417.030421733856
65,0.6407396747733487,2418.2713174819946
66,0.5968964359380247,2419.0817363262177
67,0.6304744087878352,2420.2912724018097
68,0.6009977454789658,2737.5328137874603
69,0.641543147695112,2738.3899488449097
70,0.6327289298220368,2739.186805486679
71,0.5923394253369789,2740.008527994156
72,0.6090564589629204,2740.924919128418
73,0.626205209382645,2741.74631690979
74,0.6092603252266513,2742.5266394615173
75,0.6301146447930158,2743.3513991832733
76,0.6466038278889049,2744.3252375125885
77,0.6252938072624359,2745.1461379528046
78,0.647515230009114,2745.9545052051544
79,0.6328368590204826,2746.779651403427
80,0.6314337794406869,2747.5841460227966
81,0.6241065860795318,2748.570476293564
82,0.641747013958843,2749.4921700954437
83,0.6376936729505445,2750.3410279750824
84,0.6291192977406821,2751.1405186653137
85,0.6393006187940711,2751.920480966568
86,0.6284957068163285,3466.1450803279877
87,0.6233630738235717,3466.9726572036743
88,0.6039598023696455,3468.0040349960327
89,0.6420108408883772,3468.786061525345
90,0.6511848227562719,3469.698206424713
91,0.6572888185350411,3470.6972312927246
92,0.6478510097376121,3471.6288137435913
93,0.6445411809852737,3472.4469351768494
94,0.6542428167122367,3473.232981443405
95,0.6346116947282583,3474.0870621204376
96,0.6346716553940615,3474.910576581955
97,0.6579004173262339,3475.72087597847
98,0.6435698181992613,3476.572476387024
99,0.6321053388976832,3477.448626279831
100,0.6703242672806639,3478.4801263809204
101,0.6721590636542428,3479.41392993927
102,0.6437856765961529,3480.2157220840454
103,0.6589797093106922,3481.0239453315735
104,0.6711637166019091,3482.0036976337433
105,0.6585599846500696,3482.9513323307037
106,0.6459922290977119,3483.751681804657
107,0.6689091955677076,3484.7488148212433
108,0.652096224876481,3485.6147923469543
109,0.6779992325034777,3486.6719601154327
110,0.6514606418189668,3487.503460407257
111,0.653691178586847,3488.352285861969
112,0.6704082122127885,3489.2950582504272
113,0.6560176524200124,3490.180931329727
114,0.6430901328728355,3491.3458564281464
115,0.6447210629826834,3492.123319864273
116,0.6683575574423178,3492.9530489444733
117,0.6901352712620521,3494.113285779953
118,0.6675061159879119,3495.0151324272156
119,0.6562814793495467,3496.0280232429504
120,0.6453806303065189,3496.8598449230194
121,0.6597472058329735,3497.6764612197876
122,0.67544490814026,3498.746946334839
123,0.6620137190003358,3499.5502161979675
124,0.6752770182760109,3500.802894115448
125,0.6500695543723317,3501.611543893814
126,0.6168753297836619,3502.3967213630676
127,0.678023216769799,3503.298843383789
128,0.6996090564589629,3504.296561717987
129,0.6817767544490814,5211.994407176971
130,0.659051662109656,5212.820368766785
131,0.6878207895620473,5213.777101755142
132,0.6539550055163813,5214.576361179352
133,0.6887321916822564,5215.857270479202
134,0.7000647575190675,5217.073479652405
