round,client_id,gbound,round_time,samples
1,171,0.8584791421890259,5.302789354324341,137
1,135,0.5713444352149963,5.090514512360096,151
1,177,0.6150710582733154,5.157030202075839,151
1,22,9.75627326965332,5.269765061885119,161
1,56,1.7278419733047485,5.4788025669753555,250
2,164,9.75627326965332,0.765624450147152,158
2,174,5.221070766448975,0.7908549938350916,165
2,68,7.872143745422363,0.9165300667285919,162
2,173,4.949362277984619,0.8713936019688845,163
2,119,7.313210487365723,0.8809246491640806,162
3,12,4.949362277984619,0.6859005257487297,118
3,104,9.75627326965332,0.7696797024458647,152
3,181,7.872143745422363,0.8141096845269203,161
3,6,5.221070766448975,0.8675005953758955,163
3,195,7.313210487365723,0.8048463515937329,162
4,104,7.872143745422363,0.8061089623719454,152
4,41,4.949362277984619,0.7649480268359184,158
4,108,5.221070766448975,0.8565372858196497,153
4,188,9.75627326965332,0.8688003342598677,164
4,172,7.313210487365723,0.8988423008471728,164
5,7,7.872143745422363,0.768038721382618,159
5,169,5.221070766448975,0.8130444824695587,152
5,86,9.75627326965332,0.8534676484763623,158
5,45,7.313210487365723,0.9139706060290337,192
5,145,4.949362277984619,1.1594870254397391,272
6,152,9.75627326965332,0.787352092191577,151
6,15,7.872143745422363,0.7293802570551634,144
6,97,7.313210487365723,0.7772631566971541,158
6,59,5.221070766448975,0.8216876160353422,159
6,122,7.791159152984619,0.8003625437617302,161
7,141,7.791159152984619,0.7402837049216032,146
7,71,7.872143745422363,0.7344853781163693,144
7,35,9.75627326965332,0.7822058532387018,147
7,42,7.313210487365723,0.8192156437784434,156
7,74,5.973281383514404,0.8636843968182802,164
8,160,9.75627326965332,0.7421212583780289,151
8,48,7.872143745422363,0.8109201561659575,159
8,24,7.313210487365723,0.7975367937237025,146
8,125,5.973281383514404,0.8662742540240288,158
8,34,7.791159152984619,1.2988474570214747,309
9,81,9.75627326965332,0.7781529981642962,153
9,97,7.872143745422363,0.8396520536392927,158
9,65,7.791159152984619,0.7999704327434302,162
9,14,5.973281383514404,0.8837622493505478,154
9,197,7.313210487365723,0.8738305509090424,155
10,114,9.75627326965332,0.7542986679822207,153
10,13,7.872143745422363,0.7682132866233587,144
10,2,7.791159152984619,0.8692820459604264,153
10,29,7.327694892883301,0.8325744844973088,164
10,89,5.973281383514404,1.0445765327662229,246
11,111,7.791159152984619,0.7645789064466953,141
11,4,7.327694892883301,0.7443616759032011,159
11,142,7.872143745422363,0.8222256392240525,159
11,153,9.75627326965332,0.8417762570083142,159
11,1,5.973281383514404,1.074103746190667,221
12,8,7.872143745422363,0.7172637969255448,141
12,160,7.327694892883301,0.8003360401839018,151
12,164,5.973281383514404,0.7669332135468722,158
12,87,9.75627326965332,0.817715571820736,160
12,162,7.791159152984619,0.8579456076025963,159
13,53,7.327694892883301,0.7384894542396069,155
13,24,7.791159152984619,0.8281139932572842,146
13,147,19.78110122680664,0.7934788648039103,162
13,152,7.872143745422363,0.8406279977411032,151
13,5,14.443629264831543,0.8632984437048435,162
14,62,7.327694892883301,0.8121761005371809,156
14,27,19.78110122680664,0.820176001265645,162
14,143,7.791159152984619,0.8852595236152411,156
14,70,14.443629264831543,0.976933041214943,162
14,44,7.872143745422363,1.0038342006504535,166
15,40,7.327694892883301,0.7500762134790421,155
15,169,19.78110122680664,0.7674065563827753,152
15,155,7.872143745422363,0.8520612750202418,156
15,10,14.443629264831543,0.8175672642886639,149
15,134,12.621895790100098,1.200832949578762,289
16,93,7.327694892883301,0.7507540058344603,156
16,62,7.872143745422363,0.8177411161363125,156
16,16,12.621895790100098,0.8584105163812638,164
16,167,14.443629264831543,1.093241624161601,261
16,134,19.78110122680664,1.288765688985586,289
17,15,7.872143745422363,0.7407952431589365,144
17,154,12.621895790100098,0.7644416555762291,157
17,159,14.443629264831543,0.7958325702697039,161
17,27,19.78110122680664,0.8630401581525803,162
17,185,7.327694892883301,0.8801907818764448,156
18,24,14.443629264831543,0.7538444768637419,146
18,139,7.872143745422363,0.7902198635041714,158
