id,G
1,42.307804107666016
2,51.422306060791016
3,38.36920166015625
4,23.80156517028809
5,38.36920166015625
6,51.422306060791016
7,42.307804107666016
8,27.90189743041992
9,42.307804107666016
10,42.307804107666016
11,51.422306060791016
12,42.307804107666016
13,31.037090301513672
14,38.36920166015625
15,51.422306060791016
16,38.36920166015625
17,42.307804107666016
18,51.422306060791016
19,31.037090301513672
20,42.307804107666016
21,38.36920166015625
22,38.36920166015625
23,51.422306060791016
24,51.422306060791016
25,51.422306060791016
26,42.307804107666016
27,51.422306060791016
28,51.422306060791016
29,51.422306060791016
30,42.307804107666016
31,23.80156517028809
32,51.422306060791016
33,51.422306060791016
34,51.422306060791016
35,38.36920166015625
36,38.36920166015625
37,51.422306060791016
38,51.422306060791016
39,51.422306060791016
40,51.422306060791016
41,51.422306060791016
42,51.422306060791016
43,51.422306060791016
44,51.422306060791016
45,42.307804107666016
46,51.422306060791016
47,38.36920166015625
48,42.307804107666016
49,42.307804107666016
50,42.307804107666016
51,38.36920166015625
52,42.307804107666016
53,42.307804107666016
54,42.307804107666016
55,28.206682205200195
56,51.422306060791016
57,42.307804107666016
58,31.037090301513672
59,42.307804107666016
60,42.307804107666016
61,51.422306060791016
62,51.422306060791016
63,51.422306060791016
64,42.307804107666016
65,51.422306060791016
66,51.422306060791016
67,42.307804107666016
68,51.422306060791016
69,51.422306060791016
70,51.422306060791016
71,51.422306060791016
72,28.206682205200195
73,42.307804107666016
74,51.422306060791016
75,38.36920166015625
76,38.36920166015625
77,51.422306060791016
78,51.422306060791016
79,42.307804107666016
80,42.307804107666016
81,51.422306060791016
82,51.422306060791016
83,51.422306060791016
84,28.206682205200195
85,42.307804107666016
86,38.36920166015625
87,51.422306060791016
88,38.36920166015625
89,42.307804107666016
90,51.422306060791016
91,51.422306060791016
92,26.451026916503903
93,51.422306060791016
94,51.422306060791016
95,51.422306060791016
96,51.422306060791016
97,51.422306060791016
98,42.307804107666016
99,51.422306060791016
100,51.422306060791016
101,51.422306060791016
102,42.307804107666016
103,51.422306060791016
104,31.037090301513672
105,51.422306060791016
106,38.36920166015625
107,51.422306060791016
108,51.422306060791016
109,42.307804107666016
110,38.36920166015625
111,27.90189743041992
112,51.422306060791016
113,51.422306060791016
114,51.422306060791016
115,51.422306060791016
116,51.422306060791016
117,42.307804107666016
118,51.422306060791016
119,27.90189743041992
120,51.422306060791016
121,51.422306060791016
122,51.422306060791016
123,23.80156517028809
124,27.90189743041992
125,31.037090301513672
126,51.422306060791016
127,51.422306060791016
128,42.307804107666016
129,51.422306060791016
130,42.307804107666016
131,51.422306060791016
132,51.422306060791016
133,51.422306060791016
134,42.307804107666016
135,51.422306060791016
136,51.422306060791016
137,42.307804107666016
138,42.307804107666016
139,51.422306060791016
140,51.422306060791016
141,51.422306060791016
142,42.307804107666016
143,31.037090301513672
144,42.307804107666016
145,51.422306060791016
146,51.422306060791016
147,42.307804107666016
148,42.307804107666016
149,42.307804107666016
150,31.037090301513672
151,51.422306060791016
152,51.422306060791016
153,51.422306060791016
154,38.36920166015625
155,51.422306060791016
156,42.307804107666016
157,42.307804107666016
158,42.307804107666016
159,38.36920166015625
160,51.422306060791016
161,51.422306060791016
162,42.307804107666016
163,51.422306060791016
164,42.307804107666016
165,51.422306060791016
166,27.90189743041992
167,51.422306060791016
168,51.422306060791016
169,51.422306060791016
170,51.422306060791016
171,51.422306060791016
172,38.36920166015625
173,42.307804107666016
174,51.422306060791016
175,51.422306060791016
176,51.422306060791016
177,42.307804107666016
178,38.36920166015625
179,51.422306060791016
180,38.36920166015625
181,38.36920166015625
182,38.36920166015625
183,51.422306060791016
184,51.422306060791016
185,38.36920166015625
186,51.422306060791016
187,51.422306060791016
188,51.422306060791016
189,42.307804107666016
190,42.307804107666016
191,51.422306060791016
192,38.36920166015625
193,38.36920166015625
194,42.307804107666016
195,51.422306060791016
196,42.307804107666016
197,51.422306060791016
198,38.36920166015625
199,28.206682205200195
200,51.422306060791016
