round,accuracy,elapsed_time
1,0.050486880606322254,5.788833856582642
2,0.05073871540269583,6.714587926864624
3,0.11927375641579124,7.677097320556641
4,0.10130954094114261,8.572332382202148
5,0.1283997697510433,9.394223690032959
6,0.13957643785676596,250.00643372535706
7,0.17129563006667625,250.8957061767578
8,0.19758238595481364,251.73797512054443
9,0.23002110615436275,252.56857824325562
10,0.2562479013766969,253.38940858840942
11,0.28636014774308055,254.2038071155548
12,0.3215210821700964,255.0941379070282
13,0.3363433587566556,255.9556691646576
14,0.35752146591835754,256.87227392196655
15,0.33882573032090946,257.82920956611633
16,0.34893509857533456,258.69359135627747
17,0.3842039622007963,259.7230565547943
18,0.4151796421547465,260.5780100822449
19,0.4374850098335492,261.4131438732147
20,0.43967957020194753,262.2740194797516
21,0.4123015301961913,263.1250150203705
22,0.4583513215330743,264.31354427337646
23,0.474888473161606,265.1885914802551
24,0.48987863961241424,266.02223801612854
25,0.4631721590636542,267.1758165359497
26,0.4455437233175037,268.1942765712738
27,0.5123998656881086,269.00436568260193
28,0.5041852544730656,269.84892177581787
29,0.48568139300618796,270.72282576560974
30,0.5369477622679523,271.65285634994507
31,0.5468892406581283,272.9203736782074
32,0.5470931069218593,273.79336166381836
33,0.5439031995011273,274.6614348888397
34,0.5507986760684991,275.54158067703247
35,0.5472609967861083,276.3579423427582
36,0.5287931117187126,277.1771490573883
37,0.5409771190099295,278.05737829208374
38,0.5670000479685326,278.9335494041443
39,0.593250827457188,279.83011293411255
40,0.5843046961193457,280.6685211658478
41,0.5676596152923682,281.933406829834
42,0.5619633520410611,282.7582929134369
43,0.5770014870245119,283.630558013916
44,0.5423322300570825,1925.8798487186432
45,0.5959250731520123,1927.1586649417877
46,0.5916318894805008,1928.0448606014252
47,0.5828896244063894,1928.9241609573364
48,0.5094737851969108,1929.7644629478455
49,0.6237468220847124,1931.003824710846
50,0.5633184630882141,1931.8779082298279
51,0.5865951935530292,1932.7131116390228
52,0.5856717992996594,1934.118721961975
53,0.6299827313282487,1935.492961883545
54,0.5754545018467885,1936.3217628002167
55,0.6103995778769128,1937.1810402870178
56,0.611850625989351,1938.02810049057
57,0.6211685134551734,1939.2599132061005
58,0.5733079100110328,1940.114538192749
59,0.6256056027246126,1941.5352010726929
60,0.6182064565644937,1942.3541707992554
61,0.6354151676500216,1943.5178468227386
62,0.6247901376696887,1944.3036637306213
63,0.6551782030987672,1945.4417147636414
64,0.6396244063894085,1946.2935993671417
65,0.6515445867510913,1947.4403636455536
66,0.641747013958843,1948.4987127780914
67,0.6489902623878736,1949.3101825714111
68,0.6555139828272654,1950.4290506839752
69,0.6396843670552118,1951.2805864810944
70,0.6746534273516573,1952.5868015289307
71,0.6317935434355063,1953.4431257247925
72,0.6383172638748981,1954.275178194046
73,0.6106993812059289,1955.1801760196686
74,0.6312299131769559,1956.0293810367584
75,0.6712236772677124,1957.2051258087158
